ClientAccountID,AssetClass,Symbol,DateTime,Quantity,TradePrice,TradeMoney,Proceeds,IBCommission,NetCash,ClosePrice,Open/CloseIndicator,CostBasis,TransactionID,Buy/Sell,OrderType
U3163489,STK,ABOS,2022-09-28;09:40:29,71,7.44,528.24,-528.24,0,-528.24,9.58,C,426.061004,21763019008,BUY,LMT
U3163489,STK,ABOS,2022-09-29;04:09:55,-100,9.34,-934,934,-1.0343886,932.9656114,10.48,O,-932.9656114,21774330354,SELL,LMT
U3163489,STK,ABOS,2022-10-13;19:57:17,100,8.03,803,-803,-1,-804,8.14,C,602.973191,21914458446,BUY,LMT
U3163489,STK,ABOS,2022-10-19;13:26:30,60,7.5536,453.216,-453.216,-1,-454.216,7.45,C,380.683459,21961732777,BUY,LMT
U3163489,STK,ABOS,2022-10-19;13:26:30,40,7.54,301.6,-301.6,0,-301.6,7.45,C,254.788965,21961732781,BUY,LMT
U3163489,STK,ABOS,2022-10-19;14:36:56,100,7.35,735,-735,-1,-736,7.45,C,667.97168,21962400745,BUY,LMT
U3163489,STK,ABOS,2022-10-25;13:03:40,100,7.43,743,-743,-1,-744,7.27,C,668.97168,22013107456,BUY,LMT
U3163489,STK,ABOS,2022-10-25;13:30:44,100,7.3,730,-730,-1,-731,7.27,C,932.965611,22013423540,BUY,LMT
U3163489,STK,ACER,2022-12-12;14:30:20,-200,3.0227,-604.54,604.54,-1.039843966,603.500156,2.92,O,-603.500156,22448887881,SELL,LMT
U3163489,STK,ACER,2022-12-12;14:30:20,-200,3.0227,-604.54,604.54,-1.039843966,603.500156,2.92,O,-603.500156,22448887883,SELL,LMT
U3163489,STK,ACER,2022-12-12;14:30:20,-100,3.02,-302,302,-0.5199158,301.4800842,2.92,O,-301.4800842,22448887884,SELL,LMT
U3163489,STK,ACER,2022-12-12;14:33:20,-100,3.2075,-320.75,320.75,-1.020345175,319.7296548,2.92,O,-319.7296548,22448914178,SELL,LMT
U3163489,STK,ACER,2022-12-12;14:33:20,-100,3.21,-321,321,-0.0203509,320.9796491,2.92,O,-320.9796491,22448914179,SELL,LMT
U3163489,STK,ACER,2022-12-12;14:33:20,-100,3.202,-320.2,320.2,-0.52033258,319.6796674,2.92,O,-319.6796674,22448914181,SELL,LMT
U3163489,STK,ACER,2022-12-12;14:42:03,26,3.1,80.6,-80.6,-0.806,-81.406,2.92,C,78.45502,22448988499,BUY,LMT
U3163489,STK,ACER,2022-12-12;14:42:03,300,3.1,930,-930,-0.824,-930.824,2.92,C,905.250234,22448988508,BUY,LMT
U3163489,STK,ACER,2022-12-12;14:42:19,74,3.05,225.7,-225.7,-0.37,-226.07,2.92,C,223.295058,22448988578,BUY,LMT
U3163489,STK,ACER,2022-12-12;14:42:39,200,3,600,-600,-1,-601,2.92,C,621.209739,22448998977,BUY,LMT
U3163489,STK,ACER,2022-12-12;14:54:35,100,2.98,298,-298,-1,-299,2.92,C,320.979649,22449362030,BUY,LMT
U3163489,STK,ACER,2022-12-12;15:50:04,100,2.92,292,-292,-1,-293,2.92,C,319.679667,22450465460,BUY,LMT
U3163489,STK,ACMR,2022-12-13;04:02:50,-100,11.51,-1151,1151,-1.0393579,1149.960642,10.01,O,-1149.960642,22455464855,SELL,LMT
U3163489,STK,ACMR,2022-12-13;04:25:20,100,11.6,1160,-1160,-1,-1161,10.01,C,1149.960642,22455504772,BUY,LMT
U3163489,STK,ACON,2022-08-18;11:42:45,400,0.9753,390.12,-390.12,-2,-392.12,1.07,O,392.12,21402469388,BUY,LMT
U3163489,STK,ACON,2022-08-18;11:42:45,100,0.9753,97.53,-97.53,-0.5,-98.03,1.07,O,98.03,21402469395,BUY,LMT
U3163489,STK,ACON,2022-08-18;12:40:39,-200,1.09,-218,218,-1.0309922,216.9690078,1.07,C,-196.06,21403215932,SELL,LMT
U3163489,STK,ACON,2022-08-18;12:48:28,-100,1.54,-154,154,-1.0165266,152.9834734,1.07,C,-98.03,21403320376,SELL,LMT
U3163489,STK,ACON,2022-08-18;12:48:28,-100,1.54,-154,154,-0.0165266,153.9834734,1.07,C,-98.03,21403320377,SELL,LMT
U3163489,STK,ACON,2022-08-18;12:48:28,-100,1.54,-154,154,-0.5165266,153.4834734,1.07,C,-98.03,21403320378,SELL,LMT
U3163489,STK,ACON,2022-08-22;11:11:25,-50,1.33,-66.5,66.5,-0.67302285,65.82697715,1.21,O,-65.82697715,21428319310,SELL,LMT
U3163489,STK,ACON,2022-08-22;11:12:05,-25,1.33,-33.25,33.25,-0.336511425,32.91348858,1.21,O,-32.91348858,21428339112,SELL,LMT
U3163489,STK,ACON,2022-08-22;11:12:17,-750,1.33,-997.5,997.5,-3.24784275,994.2521573,1.21,O,-994.2521573,21428339514,SELL,LMT
U3163489,STK,ACON,2022-08-22;11:16:36,400,1.23,492,-492,-2,-494,1.21,C,529.583067,21428450528,BUY,LMT
U3163489,STK,ACON,2022-08-22;11:16:49,425,1.22,518.5,-518.5,-2.125,-520.625,1.21,C,563.409556,21428450746,BUY,LMT
U3163489,STK,ACON,2022-08-22;11:28:06,-175,1.34,-234.5,234.5,-1.02812005,233.47188,1.21,O,-233.47188,21428683932,SELL,LMT
U3163489,STK,ACON,2022-08-22;12:45:10,100,1.1673,116.73,-116.73,-1,-117.73,1.21,C,133.412503,21429782080,BUY,LMT
U3163489,STK,ACON,2022-08-22;12:45:10,75,1.1673,87.5475,-87.5475,0,-87.5475,1.21,C,100.059377,21429795007,BUY,LMT
U3163489,STK,ACON,2022-08-23;12:32:19,-1,1.49,-1.49,1.49,-0.015064121,1.474935879,1.25,O,-1.474935879,21441950761,SELL,LMT
U3163489,STK,ACON,2022-08-23;12:32:59,-309,1.49,-460.41,460.41,-1.585813389,458.8241866,1.25,O,-458.8241866,21441957613,SELL,LMT
U3163489,STK,ACON,2022-08-23;12:32:59,-90,1.49,-134.1,134.1,-0.46477089,133.6352291,1.25,O,-133.6352291,21441957617,SELL,LMT
U3163489,STK,ACON,2022-08-23;12:37:18,200,1.48,296,-296,-1,-297,1.25,C,296.963652,21441999994,BUY,LMT
U3163489,STK,ACON,2022-08-23;12:43:37,100,1.39,139,-139,-1,-140,1.25,C,148.486792,21442059398,BUY,LMT
U3163489,STK,ACON,2022-08-23;12:43:37,100,1.38,138,-138,0,-138,1.25,C,148.483908,21442059399,BUY,LMT
U3163489,STK,ACON,2023-02-17;11:15:06,-1000,0.7434,-743.4,743.4,-5.16202386,738.2379761,0.741,O,-738.2379761,23080215099,SELL,LMT
U3163489,STK,ACON,2023-02-17;11:54:25,301,0.7799,234.7499,-234.7499,-1.505,-236.2549,0.741,C,222.209631,23080935860,BUY,LMT
U3163489,STK,ACON,2023-02-17;12:27:03,600,0.7452,447.12,-447.12,-3,-450.12,0.741,C,442.942786,23081450679,BUY,LMT
U3163489,STK,ACON,2023-02-17;16:11:10,99,0.7417,73.4283,-73.4283,-0.9545679,-74.3828679,0.741,C,73.08556,23085080118,BUY,LMT
U3163489,STK,ACON,2023-05-30;07:34:08,-150,0.8398,-125.97,125.97,-1.02275776,124.9472422,1.05,O,-124.9472422,24008959761,SELL,LMT
U3163489,STK,ACON,2023-05-30;07:34:08,-350,0.8309,-290.815,290.815,-1.55307652,289.2619235,1.05,O,-289.2619235,24008959763,SELL,LMT
U3163489,STK,ACON,2023-05-30;07:34:11,-500,0.8309,-415.45,415.45,-2.5758236,412.8741764,1.05,O,-412.8741764,24008959765,SELL,LMT
U3163489,STK,ACON,2023-06-12;11:48:45,-200,1.3227,-264.54,264.54,-1.03111632,263.5088837,1.32,O,-263.5088837,24141708997,SELL,LMT
U3163489,STK,ACON,2023-06-12;11:48:45,-300,1.3227,-396.81,396.81,-1.54667448,395.2633255,1.32,O,-395.2633255,24141709001,SELL,LMT
U3163489,STK,ACON,2023-06-20;04:00:33,900,1,900,-900,-4.5,-904.5,1.04,C,744.508506,24213510125,BUY,LMT
U3163489,STK,ACON,2023-06-22;10:03:17,600,0.9551,573.06,-573.06,-3,-576.06,0.989,C,741.347045,24243118519,BUY,LMT
U3163489,STK,ACOR,2022-08-24;04:04:55,-1000,0.548,-548,548,-5.1425492,542.8574508,0.421,O,-542.8574508,21448700084,SELL,LMT
U3163489,STK,ACOR,2022-08-24;04:06:41,600,0.4816,288.96,-288.96,-3,-291.96,0.421,C,325.71447,21448704504,BUY,LMT
U3163489,STK,ACOR,2022-08-24;04:06:41,400,0.4816,192.64,-192.64,-2,-194.64,0.421,C,217.14298,21448704505,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:00:52,-18,0.5304,-9.5472,9.5472,-0.098030631,9.449169369,0.897,O,-9.449169369,21931556094,SELL,LMT
U3163489,STK,ACOR,2022-10-17;04:01:21,-45,0.5001,-22.5045,22.5045,-0.231410353,22.27308965,0.897,O,-22.27308965,21931565894,SELL,LMT
U3163489,STK,ACOR,2022-10-17;04:01:28,-437,0.4928,-215.3536,215.3536,-2.215277597,213.1383224,0.897,O,-213.1383224,21931565916,SELL,LMT
U3163489,STK,ACOR,2022-10-17;04:01:39,-2000,0.4797,-959.4,959.4,-9.87597026,949.5240297,0.897,O,-949.5240297,21931565924,SELL,LMT
U3163489,STK,ACOR,2022-10-17;04:03:32,733,0.4601,337.2533,-337.2533,-3.372533,-340.625833,0.897,C,355.48013,21931572860,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:03:58,27,0.4601,12.4227,-12.4227,-0.124227,-12.546927,0.897,C,12.818574,21931572905,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:03:59,240,0.4601,110.424,-110.424,-1.10424,-111.52824,0.897,C,113.942884,21931572906,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:08:28,4,0.4458,1.7832,-1.7832,-0.017832,-1.801032,0.897,C,1.899048,21931581757,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:08:28,390,0.4458,173.862,-173.862,-1.73862,-175.60062,0.897,C,185.157186,21931581758,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:08:42,106,0.4458,47.2548,-47.2548,-0.472548,-47.727348,0.897,C,50.324774,21931581781,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:13:22,500,0.4352,217.6,-217.6,-2.176,-219.776,0.897,C,237.381007,21931590985,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:14:28,396,0.44,174.24,-174.24,-1.98,-176.22,0.897,C,188.005758,21931591992,BUY,LMT
U3163489,STK,ACOR,2022-10-17;04:14:28,104,0.44,45.76,-45.76,-0.52,-46.28,0.897,C,49.37525,21931591993,BUY,LMT
U3163489,STK,ACOR,2022-10-17;11:09:56,-1000,0.631,-631,631,-5.1444499,625.8555501,0.897,O,-625.8555501,21935246051,SELL,LMT
U3163489,STK,ACOR,2022-10-17;11:34:13,1000,0.6067,606.7,-606.7,-5,-611.7,0.897,C,625.85555,21935681297,BUY,LMT
U3163489,STK,ACOR,2022-10-17;15:04:34,-700,0.7917,-554.19,554.19,-3.603690951,550.586309,0.897,O,-550.586309,21938274392,SELL,LMT
U3163489,STK,ACOR,2022-10-17;15:04:34,-300,0.7903,-237.09,237.09,-1.544429361,235.5455706,0.897,O,-235.5455706,21938274395,SELL,LMT
U3163489,STK,ACOR,2022-10-17;15:14:22,-200,0.81,-162,162,-1.0297098,160.9702902,0.897,O,-160.9702902,21938355300,SELL,LMT
U3163489,STK,ACOR,2022-10-17;15:14:22,-300,0.81,-243,243,-1.5445647,241.4554353,0.897,O,-241.4554353,21938355304,SELL,LMT
U3163489,STK,ACOR,2022-10-17;15:20:23,-500,0.8957,-447.85,447.85,-2.575255765,445.2747442,0.897,O,-445.2747442,21938413763,SELL,LMT
U3163489,STK,ACOR,2022-10-17;16:06:00,-1000,1,-1000,1000,-5.1529,994.8471,0.897,O,-994.8471,21939289916,SELL,LMT
U3163489,STK,ACOR,2022-10-17;17:52:57,1000,0.8701,870.1,-870.1,-5,-875.1,0.897,C,786.13188,21940101675,BUY,LMT
U3163489,STK,ACOR,2022-10-17;18:15:00,500,0.8617,430.85,-430.85,-2.5,-433.35,0.897,C,402.425725,21940133368,BUY,LMT
U3163489,STK,ACOR,2022-10-17;18:22:12,500,0.849,424.5,-424.5,-2.5,-427,0.897,C,445.274744,21940211679,BUY,LMT
U3163489,STK,ACOR,2022-10-17;18:23:18,75,0.847,63.525,-63.525,-0.825825,-64.350825,0.897,C,74.613532,21940219668,BUY,LMT
U3163489,STK,ACOR,2022-10-17;18:23:18,273,0.849,231.777,-231.777,-0.914175,-232.691175,0.897,C,271.593258,21940219671,BUY,LMT
U3163489,STK,ACOR,2022-10-17;18:23:18,152,0.848,128.896,-128.896,-0.76,-129.656,0.897,C,151.216759,21940219674,BUY,LMT
U3163489,STK,ACOR,2022-10-17;18:45:04,400,0.84,336,-336,-2,-338,0.897,C,397.93884,21940237426,BUY,LMT
U3163489,STK,ACOR,2022-10-17;18:45:04,100,0.84,84,-84,-0.5,-84.5,0.897,C,99.48471,21940237427,BUY,LMT
U3163489,STK,ACOR,2022-10-18;04:00:12,-400,0.91,-364,364,-2.0603356,361.9396644,0.73,O,-361.9396644,21943857056,SELL,LMT
U3163489,STK,ACOR,2022-10-18;04:00:12,-334,0.91,-303.94,303.94,-1.720380226,302.2196198,0.73,O,-302.2196198,21943857057,SELL,LMT
U3163489,STK,ACOR,2022-10-18;04:00:27,-266,0.9336,-248.3376,248.3376,-1.370266931,246.9673331,0.73,O,-246.9673331,21943861005,SELL,LMT
U3163489,STK,ACOR,2022-10-18;04:00:54,-500,0.98,-490,490,-2.576221,487.423779,0.73,O,-487.423779,21943861148,SELL,LMT
U3163489,STK,ACOR,2022-10-18;04:20:06,150,0.8825,132.375,-132.375,-1,-133.375,0.73,C,135.727374,21943909073,BUY,LMT
U3163489,STK,ACOR,2022-10-18;04:20:08,350,0.8825,308.875,-308.875,-1.5,-310.375,0.73,C,316.697206,21943909078,BUY,LMT
U3163489,STK,ACOR,2022-10-18;04:25:33,100,0.8447,84.47,-84.47,-1,-85.47,0.73,C,90.484916,21943921512,BUY,LMT
U3163489,STK,ACOR,2022-10-18;04:25:33,400,0.8449,337.96,-337.96,-1.5,-339.46,0.73,C,368.217121,21943921513,BUY,LMT
U3163489,STK,ACOR,2022-10-18;04:42:29,372,0.813,302.436,-302.436,-1.86,-304.296,0.73,C,362.643292,21943947206,BUY,LMT
U3163489,STK,ACOR,2022-10-18;04:43:17,100,0.8187,81.87,-81.87,-1,-82.87,0.73,C,97.484756,21943948482,BUY,LMT
U3163489,STK,ACOR,2022-10-18;04:43:17,28,0.819,22.932,-22.932,0,-22.932,0.73,C,27.295732,21943948483,BUY,LMT
U3163489,STK,ACOR,2023-05-08;10:57:24,-100,0.7197,-71.97,71.97,-0.95068576,71.01931424,0.88,O,-71.01931424,23812561324,SELL,LMT
U3163489,STK,ACOR,2023-05-08;10:57:24,-100,0.7197,-71.97,71.97,-0.07946576,71.89053424,0.88,O,-71.89053424,23812561328,SELL,LMT
U3163489,STK,ACOR,2023-05-08;10:57:25,-300,0.7197,-215.91,215.91,-1.54522728,214.3647727,0.88,O,-214.3647727,23812561341,SELL,LMT
U3163489,STK,ACOR,2023-05-08;10:59:38,100,0.6659,66.59,-66.59,-0.86567,-67.45567,0.88,C,71.019314,23812610969,BUY,LMT
U3163489,STK,ACOR,2023-05-08;10:59:38,400,0.6659,266.36,-266.36,-1.63433,-267.99433,0.88,C,286.255307,23812610976,BUY,LMT
U3163489,STK,ACOR,2023-05-08;11:07:44,-2,0.8406,-1.6812,1.6812,-0.01711545,1.66408455,0.88,O,-1.66408455,23812723698,SELL,LMT
U3163489,STK,ACOR,2023-05-08;11:07:44,-2,0.8406,-1.6812,1.6812,-0.01711545,1.66408455,0.88,O,-1.66408455,23812723701,SELL,LMT
U3163489,STK,ACOR,2023-05-08;11:07:44,-6,0.8406,-5.0436,5.0436,-0.051346349,4.992253651,0.88,O,-4.992253651,23812723704,SELL,LMT
U3163489,STK,ACOR,2023-05-08;11:07:44,-1,0.8406,-0.8406,0.8406,-0.008557725,0.832042275,0.88,O,-0.832042275,23812723709,SELL,LMT
U3163489,STK,ACOR,2023-05-08;11:07:46,-50,0.8406,-42.03,42.03,-0.42788624,41.60211376,0.88,O,-41.60211376,23812723725,SELL,LMT
U3163489,STK,ACOR,2023-05-08;11:08:05,-439,0.8406,-369.0234,369.0234,-2.053841187,366.9695588,0.88,O,-366.9695588,23812738362,SELL,LMT
U3163489,STK,ACOR,2023-05-08;11:13:02,-500,0.9256,-462.8,462.8,-2.5762024,460.2237976,0.88,O,-460.2237976,23812841405,SELL,LMT
U3163489,STK,ACOR,2023-05-08;11:15:06,-400,0.98,-392,392,-2.061136,389.938864,0.88,O,-389.938864,23812869019,SELL,LMT
U3163489,STK,ACOR,2023-05-08;17:55:36,914,0.84,767.76,-767.76,-4.57,-772.33,0.88,C,798.789443,23817893818,BUY,LMT
U3163489,STK,ACOR,2023-05-08;17:55:36,97,0.84,81.48,-81.48,-0.485,-81.965,0.88,C,89.881812,23817893820,BUY,LMT
U3163489,STK,ACOR,2023-05-08;17:55:36,200,0.8364,167.28,-167.28,-1,-168.28,0.88,C,194.969432,23817893821,BUY,LMT
